Id,SalePrice
1789,111602
1790,99040
1791,287146
1792,166609
1793,132207
1794,120657
1795,138264
1796,141143
1797,139589
1798,129565
1799,97384
1800,144738
1801,175454
1802,177173
1803,209135
1804,120012
1805,130368
1806,162389
1807,225274
1808,162577
1809,175169
1810,182616
1811,198271
1812,173559
1813,158468
1814,110912
1815,84082
1816,104487
1817,179747
1818,230552
1819,152727
1820,103524
1821,173852
1822,180968
1823,105583
1824,169673
1825,191626
1826,139157
1827,123975
1828,184919
1829,133634
1830,205536
1831,225023
1832,239541
1833,221550
1834,168598
1835,214020
1836,193005
1837,112646
1838,169114
1839,92545
1840,148356
1841,143205
1842,138544
1843,133536
1844,129277
1845,210994
1846,144905
1847,241951
1848,91100
1849,170555
1850,134357
1851,192974
1852,134608
1853,128334
1854,133910
1855,168279
1856,218693
1857,243399
1858,252583
1859,180633
1860,148878
1861,178342
1862,313821
1863,311229
1864,311254
1865,198279
1866,202354
1867,175107
1868,215006
1869,155027
1870,153647
1871,179854
1872,171964
1873,210296
1874,125863
1875,178277
1876,206386
1877,173648
1878,178914
1879,121555
1880,116115
1881,191599
1882,251533
1883,201505
1884,218215
1885,184128
1886,214868
1887,169529
1888,189695
1889,168883
1890,142983
1891,130351
1892,111812
1893,166438
1894,198066
1895,186372
1896,156818
1897,152438
1898,149346
1899,150205
1900,148851
1901,188365
1902,158503
1903,279492
1904,138094
1905,187516
1906,185067
1907,226089
1908,124913
1909,145204
1910,145286
1911,231403
1912,273808
1913,247440
1914,82758
1915,190264
1916,115131
1917,236366
1918,119213
1919,156435
1920,189544
1921,236897
1922,196566
1923,255384
1924,179717
1925,231780
1926,230343
1927,129559
1928,171245
1929,104352
1930,134991
1931,113372
1932,157143
1933,192980
1934,188912
1935,174627
1936,189463
1937,196427
1938,169668
1939,195396
1940,152869
1941,193565
1942,203364
1943,159370
1944,285141
1945,222416
1946,190317
1947,199530
1948,202399
1949,200265
1950,154602
1951,243194
1952,211196
1953,150999
1954,235718
1955,158869
1956,319758
1957,173424
1958,269037
1959,208628
1960,120612
1961,111327
1962,120206
1963,120345
1964,152910
1965,169314
1966,127828
1967,189276
1968,281502
1969,228617
1970,310806
1971,314585
1972,266673
1973,239292
1974,265734
1975,281481
1976,187319
1977,302832
1978,306792
1979,217045
1980,166690
1981,208950
1982,160081
1983,160081
1984,187057
1985,170291
1986,182853
1987,148439
1988,179885
1989,200497
1990,228370
1991,162444
1992,218494
1993,168555
1994,265944
1995,193585
1996,251320
1997,249404
1998,232616
1999,244518
2000,284176
2001,251344
2002,189224
2003,216322
2004,217424
2005,174845
2006,164784
2007,195998
2008,148041
2009,199395
2010,197732
2011,147264
2012,143391
2013,189266
2014,196655
2015,198294
2016,196324
2017,202444
2018,124805
2019,111684
2020,114615
2021,110533
2022,177998
2023,194115
2024,301269
2025,313168
2026,148154
2027,143313
2028,163247
2029,178951
2030,189836
2031,155632
2032,166848
2033,180992
2034,163818
2035,209405
2036,183034
2037,185215
2038,267684
2039,152580
2040,338537
2041,200883
2042,209711
2043,172125
2044,204586
2045,194997
2046,191786
2047,174451
2048,118034
2049,203354
2050,198843
2051,127049
2052,138831
2053,140194
2054,113915
2055,178293
2056,161785
2057,129200
2058,232729
2059,144577
2060,172638
2061,188359
2062,138141
2063,115840
2064,142428
2065,123706
2066,211894
2067,205613
2068,214224
2069,113542
2070,141919
2071,89964
2072,172882
2073,131749
2074,160351
2075,137410
2076,112335
2077,152317
2078,128541
2079,159004
2080,123011
2081,154071
2082,209136
2083,186257
2084,107040
2085,137614
2086,140762
2087,160057
2088,160997
2089,89567
2090,171758
2091,189676
2092,193600
2093,202109
2094,126821
2095,172858
2096,114429
2097,132663
2098,178208
2099,63715
2100,189569
2101,191591
2102,170705
2103,128260
2104,266958
2105,180479
2106,136877
2107,282806
2108,125235
2109,135735
2110,139996
2111,194711
2112,201704
2113,145556
2114,154437
2115,194184
2116,119120
2117,176015
2118,159922
2119,125102
2120,146523
2121,113577
2122,138693
2123,104560
2124,229331
2125,218142
2126,200832
2127,227962
2128,186549
2129,100520
2130,182887
2131,225599
2132,159251
2133,129362
2134,149583
2135,102252
2136,162989
2137,132329
2138,135666
2139,139023
2140,126407
2141,129072
2142,134628
2143,138423
2144,143516
2145,122405
2146,149343
2147,202270
2148,162324
2149,117227
2150,188262
2151,132081
2152,187162
2153,179624
2154,112512
2155,154567
2156,315245
2157,192014
2158,254410
2159,235084
2160,164430
2161,190479
2162,260716
2163,207767
2164,181077
2165,194813
2166,125858
2167,169597
2168,209189
2169,194091
2170,213959
2171,146616
2172,134433
2173,187860
2174,247865
2175,225197
2176,211883
2177,265434
2178,207501
2179,107592
2180,214149
2181,173097
2182,186318
2183,164295
2184,136498
2185,131879
2186,137931
2187,138969
2188,166530
2189,444333
2190,140204
2191,140755
2192,102605
2193,134007
2194,139995
2195,119476
2196,146714
2197,154163
2198,169289
2199,221125
2200,159187
2201,158153
2202,178637
2203,189435
2204,225573
2205,165402
2206,135054
2207,217481
2208,249183
2209,230932
2210,125010
2211,116667
2212,133759
2213,146605
2214,192522
2215,116199
2216,225551
2217,102375
2218,161418
2219,128939
2220,112280
2221,190264
2222,190035
2223,243293
2224,212891
2225,217767
2226,198589
2227,175162
2228,183849
2229,209931
2230,172820
2231,191937
2232,180367
2233,159110
2234,173539
2235,195762
2236,203604
2237,228105
2238,162075
2239,136136
2240,143044
2241,150564
2242,127392
2243,171523
2244,120504
2245,120254
2246,148954
2247,130973
2248,105635
2249,108719
2250,117122
2251,244697
2252,188447
2253,166183
2254,199212
2255,200289
2256,183069
2257,260273
2258,146183
2259,192164
2260,145751
2261,142165
2262,157158
2263,288593
2264,293755
2265,191995
2266,189301
2267,257881
2268,237806
2269,157183
2270,178176
2271,197522
2272,224503
2273,146663
2274,163976
2275,151889
2276,160033
2277,216791
2278,170516
2279,116756
2280,122897
2281,158154
2282,162674
2283,131455
2284,144439
2285,127679
2286,123930
2287,213415
2288,200323
2289,246419
2290,301402
2291,290264
2292,239255
2293,290770
2294,312001
2295,265738
2296,251073
2297,241074
2298,212720
2299,332170
2300,273687
2301,213688
2302,190760
2303,201424
2304,213512
2305,154380
2306,154381
2307,162190
2308,180999
2309,185539
2310,158212
2311,164638
2312,182403
2313,182868
2314,176733
2315,177698
2316,204334
2317,162375
2318,178216
2319,172891
2320,152324
2321,183992
2322,150516
2323,143532
2324,166609
2325,182188
2326,169258
2327,224079
2328,229532
2329,198360
2330,193691
2331,289541
2332,343174
2333,291973
2334,271379
2335,253023
2336,286109
2337,165313
2338,184545
2339,182908
2340,228871
2341,181857
2342,182155
2343,178439
2344,228235
2345,212426
2346,161254
2347,161181
2348,208389
2349,188382
2350,219893
2351,187985
2352,199388
2353,277292
2354,135790
2355,140254
2356,138443
2357,175826
2358,213264
2359,153363
2360,113598
2361,129544
2362,289409
2363,131400
2364,134567
2365,162587
2366,138453
2367,181608
2368,159376
2369,181074
2370,173968
2371,181335
2372,162457
2373,234551
2374,267418
2375,177997
2376,269792
2377,287632
2378,143968
2379,272232
2380,134730
2381,158815
2382,191292
2383,188433
2384,239022
2385,137206
2386,132990
2387,136880
2388,150913
2389,133057
2390,149360
2391,122161
2392,115183
2393,147032
2394,130893
2395,246079
2396,166806
2397,202697
2398,118947
2399,89076
2400,88499
2401,103935
2402,142370
2403,184321
2404,156165
2405,153168
2406,119596
2407,125814
2408,131406
2409,141417
2410,201743
2411,118811
2412,171188
2413,149521
2414,144080
2415,183931
2416,122292
2417,129853
2418,118309
2419,181240
2420,118216
2421,193925
2422,122998
2423,186314
2424,204034
2425,351102
2426,156424
2427,183033
2428,194710
2429,114573
2430,120953
2431,149919
2432,129560
2433,142935
2434,150799
2435,164879
2436,117290
2437,110692
2438,118273
2439,120909
2440,155146
2441,125693
2442,119104
2443,132684
2444,144465
2445,139004
2446,209673
2447,207436
2448,193625
2449,147556
2450,193486
2451,159995
2452,280336
2453,122830
2454,167913
2455,131209
2456,171347
2457,152945
2458,148501
2459,112451
2460,167037
2461,158004
2462,168802
2463,153668
2464,256808
2465,165338
2466,158910
2467,159931
2468,142164
2469,146421
2470,263526
2471,225756
2472,249784
2473,156014
2474,177524
2475,260517
2476,152689
2477,127775
2478,174807
2479,130426
2480,131884
2481,132325
2482,112315
2483,115485
2484,120084
2485,116714
2486,168758
2487,303271
2488,156404
2489,159015
2490,147830
2491,126192
2492,181969
2493,165795
2494,200870
2495,157354
2496,276465
2497,192394
2498,109898
2499,122146
2500,126950
2501,162093
2502,177625
2503,163024
2504,221616
2505,226072
2506,194106
2507,245738
2508,194806
2509,184907
2510,178153
2511,153269
2512,209148
2513,216960
2514,210862
2515,132137
2516,159053
2517,124983
2518,141475
2519,218242
2520,206797
2521,198397
2522,213704
2523,117248
2524,128771
2525,127811
2526,130541
2527,121576
2528,114284
2529,111089
2530,112231
2531,197831
2532,222997
2533,201530
2534,189800
2535,278268
2536,233558
2537,167248
2538,175254
2539,145973
2540,160221
2541,176936
2542,182079
2543,120301
2544,135078
2545,167664
2546,144481
2547,129171
2548,254781
2549,167451
2550,571600
2551,130351
2552,120526
2553,140779
2554,146474
2555,113073
2556,101765
2557,111732
2558,292937
2559,169037
2560,155897
2561,133266
2562,170158
2563,173041
2564,199773
2565,152583
2566,203999
2567,161418
2568,195450
2569,185390
2570,126295
2571,202870
2572,125106
2573,206399
2574,311583
2575,147398
2576,187664
2577,212405
2578,103770
2579,111675
2580,228792
2581,132368
2582,124558
2583,189018
2584,159528
2585,167760
2586,171421
2587,176641
2588,117721
2589,128709
2590,175142
2591,266441
2592,197516
2593,184491
2594,152198
2595,157282
2596,223650
2597,176568
2598,282534
2599,214354
2600,256585
2601,118240
2602,130991
2603,120628
2604,130985
2605,131246
2606,127316
2607,167965
2608,213118
2609,170779
2610,103713
2611,201898
2612,146204
2613,109034
2614,115626
2615,158162
2616,129906
2617,210977
2618,186999
2619,216558
2620,180403
2621,198739
2622,207485
2623,239599
2624,255377
2625,304268
2626,143335
2627,144073
2628,317721
2629,380534
2630,281510
2631,307358
2632,317343
2633,199965
2634,236352
2635,137959
2636,216389
2637,135631
2638,263577
2639,218257
2640,137756
2641,112127
2642,169751
2643,131822
2644,159769
2645,124809
2646,116157
2647,131107
2648,130283
2649,165596
2650,127663
2651,169229
2652,296263
2653,195303
2654,205365
2655,220343
2656,254903
2657,240294
2658,259049
2659,271716
2660,269141
2661,211776
2662,211239
2663,224084
2664,183016
2665,196789
2666,193807
2667,174562
2668,178299
2669,162007
2670,270690
2671,177529
2672,160278
2673,175442
2674,179372
2675,137179
2676,188599
2677,218472
2678,265708
2679,228168
2680,254878
2681,319146
2682,306273
2683,391412
2684,282329
2685,315550
2686,228766
2687,200076
2688,180008
2689,155024
2690,299424
2691,200158
2692,140304
2693,169269
2694,142696
2695,196828
2696,186231
2697,212839
2698,202539
2699,166514
2700,147722
2701,159636
2702,125220
2703,194252
2704,148465
2705,124943
2706,116588
2707,118374
2708,131573
2709,116615
2710,120135
2711,300820
2712,317321
2713,137691
2714,145280
2715,176831
2716,131693
2717,197999
2718,184167
2719,149158
2720,161831
2721,132092
2722,206105
2723,124146
2724,115413
2725,132197
2726,141436
2727,184928
2728,177971
2729,172314
2730,153339
2731,106999
2732,131343
2733,171752
2734,192415
2735,149223
2736,202289
2737,120343
2738,186978
2739,154389
2740,127709
2741,163794
2742,161688
2743,165476
2744,140036
2745,130990
2746,129731
2747,186872
2748,140594
2749,128276
2750,135258
2751,118611
2752,242411
2753,169114
2754,305363
2755,157800
2756,97536
2757,98077
2758,96011
2759,186983
2760,206508
2761,142342
2762,148229
2763,207846
2764,177158
2765,282874
2766,182572
2767,130251
2768,183802
2769,140650
2770,130013
2771,110956
2772,127672
2773,232243
2774,196151
2775,192309
2776,169987
2777,169149
2778,123480
2779,224305
2780,128889
2781,107975
2782,111089
2783,164520
2784,120262
2785,183178
2786,72884
2787,145677
2788,107635
2789,239234
2790,150147
2791,122743
2792,125671
2793,214073
2794,141313
2795,158133
2796,109065
2797,296643
2798,171917
2799,159681
2800,107608
2801,123548
2802,172447
2803,223434
2804,201033
2805,129226
2806,111336
2807,131663
2808,134585
2809,120452
2810,132526
2811,174305
2812,129346
2813,227235
2814,224422
2815,118755
2816,220088
2817,129080
2818,107878
2819,194245
2820,162986
2821,140311
2822,238404
2823,410962
2824,186314
2825,179083
2826,133323
2827,189976
2828,290330
2829,172128
2830,218674
2831,146994
2832,217131
2833,189406
2834,211706
2835,190356
2836,188487
2837,168669
2838,139439
2839,180483
2840,170316
2841,204343
2842,210207
2843,166246
2844,156595
2845,111089
2846,206128
2847,205096
2848,164950
2849,220594
2850,253477
2851,243604
2852,225379
2853,231193
2854,107598
2855,166765
2856,202640
2857,189439
2858,161134
2859,171519
2860,126878
2861,149393
2862,200351
2863,116842
2864,264186
2865,130351
2866,195723
2867,118403
2868,160712
2869,195664
2870,181083
2871,168885
2872,73677
2873,156324
2874,184857
2875,159999
2876,174808
2877,176636
2878,192695
2879,175448
2880,154442
2881,191960
2882,203091
2883,195516
2884,191825
2885,213010
2886,267295
2887,122775
2888,154666
2889,92038
2890,87824
2891,192679
2892,100492
2893,167514
2894,119438
2895,205022
2896,190056
2897,200938
2898,194931
2899,177454
2900,149579
2901,221086
2902,167644
2903,229126
2904,215109
2905,203419
2906,163296
2907,153770
2908,114094
2909,195969
2910,83002
2911,130978
2912,166678
2913,131010
2914,131005
2915,131277
2916,131249
2917,156936
2918,124239
2919,230638
